,EventId,EventTemplate
408,c08daa7d,sshd[4260]: <*> <*> <*> closed by remote <*>
409,cd0acbe0,sshd[8853]: <*> <*> <*> closed by remote <*>
410,fc01e265,<*> (#7#) <*> EDIT (#7#)
411,42e20627,<*> (#7#) <*> (#7#)
412,01905710,<*> (#7#) RELOAD (cron/#7#)
413,be8ae0ec,sshd[6275]: <*> <*> <*> closed by remote <*>
414,df7994c0,sshd[11232]: <*> <*> <*> closed by remote <*>
415,67c98cc4,"kernel: audit_intercept: error 38, killing task"
416,7437ef5f,sshd[25097]: <*> <*> <*> closed by remote <*>
417,c0acf333,sshd[13157]: <*> <*> <*> closed by remote <*>
418,e8899b08,sshd[26881]: <*> <*> <*> closed by remote <*>
419,8a0b1f74,sshd[14933]: <*> <*> <*> closed by remote <*>
420,53a5e7ce,kernel: nfs_statfs: statfs error = <*>
421,3d6d911d,maui: ERROR: unexpected parameter[335] 'WCVIOLATIONACTION' detected
422,177714c3,maui: INFO: starting Maui version <*> ##################
423,45c1df93,maui: <*>
424,ee3d4d9e,maui: maui <*> <*>
425,d1186f40,maui: starting <*> version Maui (PID: <*> on <*> Jan <*> <*>
426,ba6752fc,"pbs_server: Connection refused (111) in contact_sched, Could not contact Scheduler - port 15004"
427,38b4c168,maui: WARNING: cannot bind to port <*> errno: 98 (Address already in use)
428,127b32a9,maui: ERROR: cannot open user interface socket on port 42559
429,c79368f6,"gconfd <*> starting (version 2.2.1), pid <*> user <*>"
430,f8820ebf,gconfd <*> Resolved address <*> to a <*> config source at position <*>
431,96e12698,gconfd (#1#-19773): Failed to send buffer
432,96ad4fa2,gconfd <*> Exiting
433,ebe191c9,"gconfd <*> GConf server is not in use, shutting down."
434,5efca77b,"kernel: nfs_notify_change: revalidate failed, error=-512"
435,bfe54f4b,<*> authentication failure; <*> <*> euid=0 tty= <*> rhost=
436,1c08a71a,sshd[30717]: <*> <*> <*> closed by remote <*>
437,e38e2a06,sshd[13031]: <*> <*> <*> closed by remote <*>
438,6dd197a5,<*> root login denied for user 'root'.
439,16314a30,sshd[27532]: <*> <*> <*> closed by remote <*>
440,71ab11fb,sshd[32414]: <*> <*> <*> closed by remote <*>
441,c27d9223,<*> <*> authentication failed. Login to account <*> not allowed or account non-existent.
442,6235a37f,<*> Remote host disconnected: Authentication cancelled by user.
443,5f1de4eb,<*> authentication cancelled by user: 'Authentication cancelled by user.'
444,504e92c9,<*> WARNING: DNS lookup failed for <*>
445,a1583bbc,<*> WARNING: Could not chdir to home directory <*> No such file or directory
446,38c5df17,kernel: scsi(0): <*> <*>
447,368ea8ef,kernel: scsi(0): LIP reset occurred.
448,a34ce9bf,kernel: scsi(0): Port database changed.
449,bfbda1f9,"kernel: scsi(0): Topology - (Loop), Host Loop address 0x0"
450,e2ae5620,kernel: scsi(0): Waiting for LIP to complete...
451,194b1db1,sshd[4321]: <*> <*> <*> closed by remote <*>
452,47e68522,sshd[10946]: <*> <*> <*> closed by remote <*>
453,34040b2c,<*> authentication failure; <*> uid=0 euid=0 <*> ruser= <*> user=root
454,7eddf6f9,kernel: IPVS: incoming ICMP: failed checksum from <*>
455,484a1977,<*> Remote host disconnected: Disconnect requested by Windows SSH Client.
456,6c775c0a,<*> disconnected by application in remote: 'Disconnect requested by Windows SSH Client.'
457,4da503e9,"<*> <*> from=<#173#@#11#>, <*> nrcpt=1 (queue active)"
458,3e6299b3,<*> <*> uid=0 from=<adm>
459,17b24cbb,xinetd[2137]: removing <*>
460,b703ee1d,kernel: GM: Memory available for registration: 252660 pages (986 MBytes)
461,2b4d2dd4,kernel: GM: Module not compiled from a real kernel build source tree
462,1c000d5a,kernel: GM: This build might not be supported.
463,4431125a,kernel: GM: Version 2.1.6_Linux_rc20041203091926PST build 2.1.6_Linux_rc20041203091926PST #2#@mn1:<*> Sat Dec 4 13:55:10 MST 2004
464,b7d51d66,kernel: GM: activate_page (0xffffffff8014f4b0) used: good
465,774c0146,<*> invoke ifup <*>
466,054b1eb4,kernel: GM: 1 Myrinet board(s) found and initialized
467,c07cacf5,kernel: GM: Board 0 <*> <*> <*> <*>
468,4f683339,kernel: GM: Board 0 page hash cache has 65536 bins.
469,4f2bf0f2,kernel: GM: MCP for unit 0: L2X 4K
470,43139327,<*> NET unregister event not supported
471,8b0f562a,sshd[3838]: <*> <*> <*> closed by remote <*>
472,36efa202,sshd[5781]: <*> <*> <*> closed by remote <*>
473,0e6ff244,<*> Idle timeout exceeded.
474,9facd5c3,<*> Remote host disconnected: No further authentication methods available.
475,b219b47d,<*> no more authentication methods on remote: 'No further authentication methods available.'
476,3df848fd,sshd[7012]: <*> <*> <*> closed by remote <*>
477,ff1c4291,sshd[7452]: <*> <*> <*> closed by remote <*>
478,1d397347,sshd[26704]: <*> <*> <*> closed by remote <*>
479,4865a46f,sshd[9696]: <*> <*> <*> closed by remote <*>
480,b32fdf55,sshd[12782]: <*> <*> <*> closed by remote <*>
481,e05a879d,sshd[28345]: <*> <*> <*> closed by remote <*>
482,0d677e2b,snmpd: [smux_accept] accepted fd 12 from <*>
483,c8cc7226,sshd[14741]: <*> <*> <*> closed by remote <*>
484,8742d434,xinetd[14743]: warning: can't get client address: Connection reset by peer
485,bebf0046,xinetd[2332]: START: auth pid=14743 from=<*>
486,28a53eb4,sudo: #179# : <*> ; PWD=/home/#179# ; USER=root ; COMMAND=/usr/bin/up2date --nox -i <*>
487,be37a9c9,userhelper: pam_timestamp: updated timestamp file <*>
488,9bbc1e78,kernel: ISO 9660 Extensions: Microsoft Joliet Level 3
489,173d80fc,kernel: ISO 9660 Extensions: RRIP_1991A
490,173754cc,"<*> B7964A65D1: <*> <*> relay=local, delay=0, status=bounced (unknown user: <*>"
491,ca095cc5,postfix/nqmgr[7447]: <*> <*> <*> nrcpt=1 (queue active)
492,27178ab0,sudo: #179# : TTY=pts<*> <*>
493,4ad38a6f,sudo: <*> : TTY=pts<*>
494,159c244d,gconfd (#116#-7886): Unable to open saved state file '<*> No such file or directory
495,ef68d07b,lstc_server: LSTC_SERVER: Version 110
496,c8d2114c,sshd[5491]: <*> <*> <*> closed by remote <*>
497,fcd3d745,dhcpd: DHCPREQUEST for <*> (<*>) from <*> via <*> <*> <*> <*>
498,ebf9d789,sshd[5709]: <*> <*> <*> closed by remote <*>
499,96fa7ec3,sshd[20999]: <*> <*> <*> closed by remote <*>
500,e3cb723b,sshd(pam_unix)[30604]: 2 more authentication failures; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*> user=root
501,c90b93ac,<*> Agent forwarding request denied in configuration.
502,eb6d4f78,"<*> <*> to=root, <*> mailer=relay, pri=30313, stat=queued"
503,c6090099,kernel: EXT3-fs: <*> <*> <*> on readonly <*>
504,529b27ac,kernel: EXT3-fs: recovery complete.
505,976ed47b,kernel: EXT3-fs: write access #43# be enabled during recovery.
506,1be440c4,xinetd[2275]: removing <*>
507,a1549287,"pbs_mom: im_eof, End of File from addr <*>"
508,3d18ee40,"pbs_mom: im_eof, job <*> lost connection to MS on <*>"
509,fdafadb8,"pbs_mom: im_request, job <*> command 0"
510,6c7a12e2,"pbs_mom: Bad file descriptor (9) in tm_request, job <*> not running"
511,211fca09,xinetd[2148]: removing <*>
512,64323175,sshd[32198]: <*> <*> <*> closed by remote <*>
513,11d9e6e8,sshd[28160]: <*> <*> <*> closed by remote <*>
514,be83c2ed,<*> poll() timeout
515,607b7990,<*> bad username <*>
516,bbbc5023,<*> FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure
517,63ce2879,-- <*> ROOT LOGIN ON <*>
518,d4e5b44e,<*> tty1: invalid character <*> in login name
519,21300645,kernel: spurious 8259A interrupt: IRQ7.
520,4020fdf6,xinetd[2283]: removing <*>
521,ce0413d7,<*> can't read sid for pid <*>
522,bd8a1adc,sshd[2032]: <*> <*> <*> closed by remote <*>
523,76ae8f70,sshd[29089]: <*> <*> <*> closed by remote <*>
524,0f5fc8af,"kernel: <*> server <*> not responding, <*> <*>"
525,b86d51a8,sshd[31031]: <*> <*> <*> closed by remote <*>
526,3dd5f106,sshd[8815]: <*> <*> <*> closed by remote <*>
527,e27680eb,sshd[8872]: <*> <*> <*> closed by remote <*>
528,6f60e83d,sshd[8937]: <*> <*> <*> closed by remote <*>
529,88be5574,sshd[9001]: <*> <*> <*> closed by remote <*>
530,6a093679,sshd[31587]: <*> <*> <*> closed by remote <*>
531,7e85d93c,sshd[9982]: <*> <*> <*> closed by remote <*>
532,f4abcb97,sshd[10036]: <*> <*> <*> closed by remote <*>
533,a3032cbb,sshd[10100]: <*> <*> <*> closed by remote <*>
534,c8eb99cd,sshd[10164]: <*> <*> <*> closed by remote <*>
535,1850ff31,sshd[10651]: <*> <*> <*> closed by remote <*>
536,11980025,sshd[10705]: <*> <*> <*> closed by remote <*>
537,84085965,sshd[10768]: <*> <*> <*> closed by remote <*>
538,a1161ef6,sshd[10832]: <*> <*> <*> closed by remote <*>
539,017d04ec,sshd[11345]: <*> <*> <*> closed by remote <*>
540,ed6c58a7,sshd[11399]: <*> <*> <*> closed by remote <*>
541,eed4d7e6,sshd[11462]: <*> <*> <*> closed by remote <*>
542,ea33cc51,sshd[11527]: <*> <*> <*> closed by remote <*>
543,cc70d9f0,sshd[11913]: <*> <*> <*> closed by remote <*>
544,f92ea203,sshd[11967]: <*> <*> <*> closed by remote <*>
545,08065e80,sshd[12030]: <*> <*> <*> closed by remote <*>
546,507a0885,sshd[12094]: <*> <*> <*> closed by remote <*>
547,6b70a170,sshd[20825]: <*> <*> <*> closed by remote <*>
548,2c97188c,sshd[12479]: <*> <*> <*> closed by remote <*>
549,e13e5248,sshd[12533]: <*> <*> <*> closed by remote <*>
550,4e30bd89,sshd[12597]: <*> <*> <*> closed by remote <*>
551,23f4e261,sshd[12661]: <*> <*> <*> closed by remote <*>
552,d4177da5,sshd[21703]: <*> <*> <*> closed by remote <*>
553,e764b75c,sshd[13285]: <*> <*> <*> closed by remote <*>
554,0ff37da7,sshd[13339]: <*> <*> <*> closed by remote <*>
555,890b9d83,sshd[13402]: <*> <*> <*> closed by remote <*>
556,17e97da5,sshd[13466]: <*> <*> <*> closed by remote <*>
557,0f21f7a9,sshd[13852]: <*> <*> <*> closed by remote <*>
558,8e52abe2,sshd[13906]: <*> <*> <*> closed by remote <*>
559,8f3a3812,sshd[13969]: <*> <*> <*> closed by remote <*>
560,94022e59,sshd[14033]: <*> <*> <*> closed by remote <*>
561,5ef0c169,sshd[14494]: <*> <*> <*> closed by remote <*>
562,1143f673,sshd[14548]: <*> <*> <*> closed by remote <*>
563,9dcb4c65,sshd[14611]: <*> <*> <*> closed by remote <*>
564,c8c8b65c,sshd[14676]: <*> <*> <*> closed by remote <*>
565,cfce6d10,sshd[15085]: <*> <*> <*> closed by remote <*>
566,5a37dc20,sshd[15139]: <*> <*> <*> closed by remote <*>
567,737827a3,sshd[15202]: <*> <*> <*> closed by remote <*>
568,82e228e9,sshd[15266]: <*> <*> <*> closed by remote <*>
569,1ec1ab77,sshd[16269]: <*> <*> <*> closed by remote <*>
570,ce1b2a26,sshd[23459]: <*> <*> <*> closed by remote <*>
571,e16a9654,sshd[16323]: <*> <*> <*> closed by remote <*>
572,bf025f7c,sshd[16448]: <*> <*> <*> closed by remote <*>
573,6de8eb6d,sshd[16520]: <*> <*> <*> closed by remote <*>
574,116a0806,sshd[17240]: <*> <*> <*> closed by remote <*>
575,c9b84884,sshd[17360]: <*> <*> <*> closed by remote <*>
576,0f52754e,sshd[17492]: <*> <*> <*> closed by remote <*>
577,2de644a5,sshd[17554]: <*> <*> <*> closed by remote <*>
578,b8e691ec,"pbs_mom: scan_for_exiting, system epilog failed"
579,b7c59c93,sshd[24160]: <*> <*> <*> closed by remote <*>
580,689b6017,sshd[24217]: <*> <*> <*> closed by remote <*>
581,a3aae1e4,sshd[24326]: <*> <*> <*> closed by remote <*>
582,de84dc85,sshd[405]: <*> <*> <*> closed by remote <*>
583,8d0d6771,sshd[24391]: <*> <*> <*> closed by remote <*>
584,1cf785b7,sshd[1984]: <*> <*> <*> closed by remote <*>
585,4d124f55,sshd[2058]: <*> <*> <*> closed by remote <*>
586,9349aafe,sshd[7427]: <*> <*> <*> closed by remote <*>
587,e25c8bac,sshd[9828]: <*> <*> <*> closed by remote <*>
588,9e42dcea,sshd[10645]: <*> <*> <*> closed by remote <*>
589,2d74cd70,sshd[10703]: <*> <*> <*> closed by remote <*>
590,42a46691,sshd[885]: <*> <*> <*> closed by remote <*>
591,c8b2b8e4,sshd[10845]: <*> <*> <*> closed by remote <*>
592,b9f86340,<*> failed to mount <*>
593,f3fb81cc,sshd[23305]: <*> <*> <*> closed by remote <*>
594,f9d67314,sshd[23527]: <*> <*> <*> closed by remote <*>
595,4a850cef,sshd[24090]: <*> <*> <*> closed by remote <*>
596,c2cf9f7a,sshd[24659]: <*> <*> <*> closed by remote <*>
597,fd65a84a,sshd[25900]: <*> <*> <*> closed by remote <*>
598,ccf43c06,sshd[25956]: <*> <*> <*> closed by remote <*>
599,c90c4ca3,sshd[26119]: <*> <*> <*> closed by remote <*>
600,ed66679f,sshd[26190]: <*> <*> <*> closed by remote <*>
601,8b2dac17,sshd[30957]: <*> <*> <*> closed by remote <*>
602,0cfbf88d,sshd[31290]: <*> <*> <*> closed by remote <*>
603,f877f34f,sshd[31364]: <*> <*> <*> closed by remote <*>
604,6977351f,sshd[31441]: <*> <*> <*> closed by remote <*>
605,00eb5412,<*> (root) <*> EDIT (root)
606,26c5177b,<*> (root) <*> (root)
607,59291d67,<*> (root) RELOAD (cron/root)
608,241a7028,sshd[18834]: <*> <*> <*> closed by remote <*>
609,953c6aa3,sshd[13185]: <*> <*> <*> closed by remote <*>
610,515040cd,sshd[21641]: <*> <*> <*> closed by remote <*>
611,473594a0,sshd[21704]: <*> <*> <*> closed by remote <*>
612,bc1e3730,sshd[21775]: <*> <*> <*> closed by remote <*>
613,d0768805,sshd[22528]: <*> <*> <*> closed by remote <*>
614,6f77b575,sshd[22581]: <*> <*> <*> closed by remote <*>
615,83de66d7,sshd[22644]: <*> <*> <*> closed by remote <*>
616,b45d9ddc,sshd[22709]: <*> <*> <*> closed by remote <*>
617,43dd5533,sshd[18819]: <*> <*> <*> closed by remote <*>
618,67c8a55d,sshd[23156]: <*> <*> <*> closed by remote <*>
619,5281881a,sshd[23210]: <*> <*> <*> closed by remote <*>
620,59af0440,sshd[23273]: <*> <*> <*> closed by remote <*>
621,9a2114ac,sshd[23338]: <*> <*> <*> closed by remote <*>
622,2567291b,sshd[24052]: <*> <*> <*> closed by remote <*>
623,bac27ddf,sshd[24106]: <*> <*> <*> closed by remote <*>
624,39508d04,sshd[24171]: <*> <*> <*> closed by remote <*>
625,ce4e3cfb,sshd[24237]: <*> <*> <*> closed by remote <*>
626,cb6e7809,sshd[24631]: <*> <*> <*> closed by remote <*>
627,b82f9488,sshd[24685]: <*> <*> <*> closed by remote <*>
628,eb17c049,sshd[24750]: <*> <*> <*> closed by remote <*>
629,b33200ad,sshd[24915]: <*> <*> <*> closed by remote <*>
630,e150fdf1,sshd[25363]: <*> <*> <*> closed by remote <*>
631,0b1b8e01,sshd[25428]: <*> <*> <*> closed by remote <*>
632,28149356,sshd[25492]: <*> <*> <*> closed by remote <*>
633,088108d4,sshd[25556]: <*> <*> <*> closed by remote <*>
634,8c3e5049,sshd[20574]: <*> <*> <*> closed by remote <*>
635,20e59f4f,sshd[26157]: <*> <*> <*> closed by remote <*>
636,06f19d5a,sshd[26212]: <*> <*> <*> closed by remote <*>
637,91d89c6e,sshd[26276]: <*> <*> <*> closed by remote <*>
638,22307a9f,sshd[26340]: <*> <*> <*> closed by remote <*>
639,87546751,pbs_mom: <*> <*> received KILL<*> from node <*>
640,d94e76e8,pbs_mom: Unknown error <*> <*> in job_start_error from node <*> <*>
641,530cc72b,"pbs_mom: job_start_error, job_start_error: sent <*> ABORT requests, should be <*>"
642,bfb6a89a,"pbs_mom: scan_for_exiting, cannot chdir to user home directory"
643,7e5258d8,sshd[27057]: <*> <*> <*> closed by remote <*>
644,4f61e551,sshd[27111]: <*> <*> <*> closed by remote <*>
645,4ceeaaf5,sshd[27174]: <*> <*> <*> closed by remote <*>
646,f471b42c,sshd[27238]: <*> <*> <*> closed by remote <*>
647,b7cefb20,sshd[27728]: <*> <*> <*> closed by remote <*>
648,d4102101,sshd[27781]: <*> <*> <*> closed by remote <*>
649,57aa276b,sshd[27852]: <*> <*> <*> closed by remote <*>
650,f32b88b3,sshd[27917]: <*> <*> <*> closed by remote <*>
651,ab5211f9,<*> (root) CMD <*>
652,9c2b4a60,sshd[28327]: <*> <*> <*> closed by remote <*>
653,97ebc529,sshd[28380]: <*> <*> <*> closed by remote <*>
654,38515dcd,sshd[28443]: <*> <*> <*> closed by remote <*>
655,45575bef,sshd[28507]: <*> <*> <*> closed by remote <*>
656,9b932d00,sshd[28893]: <*> <*> <*> closed by remote <*>
657,56a55784,sshd[28947]: <*> <*> <*> closed by remote <*>
658,372b7b39,sshd[22636]: <*> <*> <*> closed by remote <*>
659,2e402589,sshd[29011]: <*> <*> <*> closed by remote <*>
660,5dda2a4c,sshd[29075]: <*> <*> <*> closed by remote <*>
661,ac8c3289,sshd[29461]: <*> <*> <*> closed by remote <*>
662,a7f6c4f5,sshd[29517]: <*> <*> <*> closed by remote <*>
663,6eed4784,sshd[29581]: <*> <*> <*> closed by remote <*>
664,a84f9ba0,sshd[29646]: <*> <*> <*> closed by remote <*>
665,78bdab63,nfs: server <*> OK
666,4dab0002,"nfs: server <*> not responding, still trying"
667,0e721dd2,sshd[30269]: <*> <*> <*> closed by remote <*>
668,608abe25,sshd[30326]: <*> <*> <*> closed by remote <*>
669,5f7084c5,sshd[30390]: <*> <*> <*> closed by remote <*>
670,25f154c9,sshd[30455]: <*> <*> <*> closed by remote <*>
671,f275d089,kernel: aa:436543 ac:3665 id:580 il:8 ic:0 fr:1268
672,987f0417,kernel: 3*4kB <*> <*> <*> <*> <*> 1*256kB 1*512kB 0*1024kB <*> 0*4096kB = <*>
673,9c118f23,sshd[30841]: <*> <*> <*> closed by remote <*>
674,7ab126c3,sshd[30897]: <*> <*> <*> closed by remote <*>
675,7891db28,sshd[30962]: <*> <*> <*> closed by remote <*>
676,91b0948c,sshd[31028]: <*> <*> <*> closed by remote <*>
677,6c35d273,sshd[31605]: <*> <*> <*> closed by remote <*>
678,107ae4f1,sshd[31661]: <*> <*> <*> closed by remote <*>
679,a4bb6f38,sshd[12335]: <*> <*> <*> closed by remote <*>
680,081cbcd2,sshd[31728]: <*> <*> <*> closed by remote <*>
681,29ce2648,sshd[31792]: <*> <*> <*> closed by remote <*>
682,a9d23dcc,kernel: <*> <*> id:123 il:0 ic:0 <*>
683,ac84be87,kernel: <*> <*> 1*16kB <*> 1*64kB <*> <*> 1*512kB 2*1024kB <*> 0*4096kB = <*>
684,f50c04ba,sshd[32205]: <*> <*> <*> closed by remote <*>
685,7c684988,sshd[32258]: <*> <*> <*> closed by remote <*>
686,31fd7de2,sshd[32322]: <*> <*> <*> closed by remote <*>
687,05e80788,sshd[32386]: <*> <*> <*> closed by remote <*>
688,8ad36616,sshd[1568]: <*> <*> <*> closed by remote <*>
689,bb693e2e,sshd[1622]: <*> <*> <*> closed by remote <*>
690,d579893f,sshd[2510]: <*> <*> <*> closed by remote <*>
691,282a314b,sshd[3013]: <*> <*> <*> closed by remote <*>
692,b126386e,sshd[4773]: <*> <*> <*> closed by remote <*>
693,e97ae81d,sshd[5007]: <*> <*> <*> closed by remote <*>
694,86b1e003,sshd[5081]: <*> <*> <*> closed by remote <*>
695,092dd3d4,sshd[5145]: <*> <*> <*> closed by remote <*>
696,ae52308c,sshd[31999]: <*> <*> <*> closed by remote <*>
697,a377634e,sshd[32050]: <*> <*> <*> closed by remote <*>
698,4c097528,sshd[32178]: <*> <*> <*> closed by remote <*>
699,56334a99,sshd[19884]: <*> <*> <*> closed by remote <*>
700,49b0dc2f,sshd[32265]: <*> <*> <*> closed by remote <*>
701,b2c208fd,rpc.rquotad: Can't find filesystem mountpoint for directory <*>
702,0598cddd,rpc.rquotad: No correct mountpoint specified.
703,585bf5fe,sshd[566]: <*> <*> <*> closed by remote <*>
704,6a4a8c22,sshd[624]: <*> <*> <*> closed by remote <*>
705,193f8d72,sshd[688]: <*> <*> <*> closed by remote <*>
706,a3b9e645,sshd[753]: <*> <*> <*> closed by remote <*>
707,777679b9,sshd[10138]: <*> <*> <*> closed by remote <*>
708,32d0efec,sshd[10193]: <*> <*> <*> closed by remote <*>
709,92a6b11c,<*> (#160#) <*> (#160#)
710,53183c34,sshd[10423]: <*> <*> <*> closed by remote <*>
711,c48ec7f8,sshd[11161]: <*> <*> <*> closed by remote <*>
712,e5dbe185,Event Log Daemon:[30217]: Hot-plug drive <*> Box 2 Bay 1 of chassis
713,e53f9416,"Event Log <*> Logical drive <*> of chassis , has changed from status <*> <*> <*> <*> <*>"
714,3fea0c18,sudo: <*> : <*> ; <*> ; USER=root ; <*>
715,89aff87c,sshd[4146]: <*> <*> <*> closed by remote <*>
716,d4ace006,sshd[23819]: <*> <*> <*> closed by remote <*>
717,0f8bab3b,sshd[5275]: <*> <*> <*> closed by remote <*>
718,4a8c866e,sshd[23893]: <*> <*> <*> closed by remote <*>
719,41f44f2b,sshd[5593]: <*> <*> <*> closed by remote <*>
720,2e8a8834,sshd[24034]: <*> <*> <*> closed by remote <*>
721,5f88c8ea,sshd[24059]: <*> <*> <*> closed by remote <*>
722,04833f7a,"Event Log Daemon:[30217]: Logical drive 2 of chassis , has changed from status RECOVERING to OK"
723,e69e92a2,sshd[6941]: <*> <*> <*> closed by remote <*>
724,4d5ec1c9,sshd[25490]: <*> <*> <*> closed by remote <*>
725,a3d3fe17,sshd[25777]: <*> <*> <*> closed by remote <*>
726,74e8afbe,sshd[8663]: <*> <*> <*> closed by remote <*>
727,3084f2ff,sshd[8723]: <*> <*> <*> closed by remote <*>
728,fe40f1d5,sshd[25871]: <*> <*> <*> closed by remote <*>
729,ad86cde2,sshd[18670]: Did not receive identification string from <*>
730,2e0f4e6a,sshd[28030]: <*> <*> <*> closed by remote <*>
731,919b053a,sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>
732,a7082f2f,sshd[29328]: <*> <*> <*> closed by remote <*>
733,3d8744ab,sshd[29374]: <*> <*> <*> closed by remote <*>
734,6d947c41,sshd[29456]: <*> <*> <*> closed by remote <*>
735,294e1791,sshd[29534]: <*> <*> <*> closed by remote <*>
